سُورَةُ مَرۡيَمَ
000_00	Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.
025_00	Secoue vers toi le tronc du palmier: il fera tomber sur toi des dattes fraîches et mûres.
026_00	Mange donc et bois et que ton œil se réjouisse! Si tu vois quelqu'un d'entre les humains, dis [lui:] «Assurément, j'ai voué un jeûne au Tout Miséricordieux: je ne parlerai donc aujourd'hui à aucun être humain».
027_00	Puis elle vint auprès des siens en le portant [le bébé]. Ils dirent: «O Marie, tu as fait une chose monstrueuse!
028_00	«Sœur de Hârûn, ton père n'était pas un homme de mal et ta mère n'était pas une prostituée».
029_00	Elle fit alors un signe vers lui [le bébé]. Ils dirent: «Comment parlerions-nous à un bébé au berceau?»
030_00	Mais (le bébé) dit: «Je suis vraiment le serviteur d'Allah. Il m'a donné le Livre et m'a désigné Prophète.
031_00	Où que je sois, Il m'a rendu béni; et Il m'a recommandé, tant que je vivrai, la prière et la Zakât;
032_00	et la bonté envers ma mère. Il ne m'a fait ni violent ni malheureux.
033_00	Et que la paix soit sur moi le jour où je naquis, le jour où je mourrai, et le jour où je serai ressuscité vivant.»
034_00	Tel est Issa (Jésus), fils de Marie: parole de vérité, dont ils doutent.
035_00	Il ne convient pas à Allah de S'attribuer un fils. Gloire et Pureté à Lui! Quand Il décide d'une chose, Il dit seulement: «Sois!» et elle est.
036_00	Certes, Allah est mon Seigneur tout comme votre Seigneur. Adorez-le donc. Voilà un droit chemin».
037_00	[par la suite,] les sectes divergèrent entre elles. Alors, malheur aux mécréants lors de la vue d'un jour terrible!
038_00	Comme ils entendront et verront bien le jour où ils viendront à Nous! Mais aujourd'hui, les injustes sont dans un égarement évident.
039_00	Et avertis-les du jour du Regret, quand tout sera réglé; alors qu'ils sont [dans ce monde] inattentifs et qu'ils ne croient pas.
040_00	C'est Nous, en vérité, qui hériterons la terre et tout ce qui s'y trouve, et c'est à Nous qu'ils seront ramenés.
041_00	Et mentionne dans le Livre, Abraham. C'était un très véridique et un Prophète.
042_00	Lorsqu'il dit à son père: «O mon père, pourquoi adores-tu ce qui n'entend ni ne voit, et ne te profite en rien?
043_00	O mon père, il m'est venu de la science ce que tu n'as pas reçu; suis-moi, donc, je te guiderai sur une voie droite.
044_00	O mon père, n'adore pas le Diable, car le Diable désobéit au Tout Miséricordieux.
045_00	O mon père, je crains qu'un châtiment venant du Tout Miséricordieux ne te touche et que tu ne deviennes un allié du Diable».
046_00	Il dit: «O Abraham, aurais-tu du dédain pour mes divinités? Si tu ne cesses pas, certes je te lapiderai, éloigne-toi de moi pour bien longtemps».
047_00	«Paix sur toi», dit Abraham. «J'implorerai mon Seigneur de te pardonner car Il m'a toujours comblé de Ses bienfaits.
048_00	Je me sépare de vous, ainsi que de ce que vous invoquez, en dehors d'Allah, et j'invoquerai mon Seigneur. J'espère ne pas être malheureux dans mon appel à mon Seigneur».
049_00	Puis, lorsqu'il se fut séparé d'eux et de ce qu'ils adoraient en dehors d'Allah, Nous lui fîmes don d'Isaac et de Jacob; et de chacun Nous fîmes un prophète.
050_00	Et Nous leur donnâmes de par Notre miséricorde, et Nous leur accordâmes un langage sublime de vérité.
051_00	Et mentionne dans le Livre Moïse. C'était vraiment un élu, et c'était un Messager et un prophète.
052_00	Du côté droit du Mont (Sinaï) Nous l'appelâmes et Nous le fîmes approcher tel un confident.
053_00	Et par Notre miséricorde, Nous lui donnâmes Aaron son frère comme prophète.
054_00	Et mentionne Ismaël, dans le Livre. Il était fidèle à ses promesses; et c'était un Messager et un prophète.
055_00	Et il commandait à sa famille la prière et la Zakât; et il était agréé auprès de son Seigneur.
056_00	Et mentionne Idris, dans le Livre. C'était un véridique et un prophète.
057_00	Et Nous l'élevâmes à un haut rang.
058_00	Voilà ceux qu'Allah a comblés de faveurs, parmi les prophètes, parmi les descendants d'Adam, et aussi parmi ceux que Nous avons transportés en compagnie de Noé, et parmi la descendance d'Abraham et d'Israël, et parmi ceux que Nous avons guidés et choisis.
058_01	Quand les versets du Tout Miséricordieux leur étaient récités, ils tombaient prosternés en pleurant.
059_00	Puis leur succédèrent des générations qui délaissèrent la prière et suivirent leurs passions. Ils se trouveront en perdition,
060_00	sauf celui qui se repent, croit et fait le bien: ceux-là entreront dans le Paradis et ne seront point lésés,
061_00	aux jardins du séjour (éternel) que le Tout Miséricordieux a promis à Ses serviteurs, [qui ont cru] au mystère. Car Sa promesse arrivera sans nul doute.
062_00	On n'y entend nulle parole insignifiante; seulement: «Salâm»; et ils auront là leur nourriture, matin et soir.
063_00	Voilà le Paradis dont Nous ferons hériter ceux de Nos serviteurs qui auront été pieux.
064_00	«Nous ne descendons que sur ordre de ton Seigneur. A Lui tout ce qui est devant nous, tout ce qui est derrière nous et tout ce qui est entre les deux. Ton Seigneur n'oublie rien.
065_00	Il est le Seigneur des cieux et de la terre et de tout ce qui est entre eux. Adore-Le donc, et sois constant dans Son adoration. Lui connais-tu un homonyme?»
066_00	Et l'homme dit: «Une fois mort, me sortira-t-on vivant?»
067_00	L'homme ne se rappelle-t-il pas qu'avant cela, c'est Nous qui l'avons créé, alors qu'il n'était rien?
068_00	Par ton Seigneur! Assurément, Nous les rassemblerons, eux et les diables. Puis, Nous les placerons autour de l'Enfer, agenouillés.
069_00	Ensuite, Nous arracherons de chaque groupe ceux d'entre eux qui étaient les plus obstinés contre le Tout Miséricordieux.
070_00	Puis nous sommes Le meilleur à savoir ceux qui méritent le plus d'y être brûlés.
071_00	Il n'y a personne parmi vous qui ne passera pas par [L'Enfer]: Car [il s'agit là] pour ton Seigneur d'une sentence irrévocable.
072_00	Ensuite, Nous délivrerons ceux qui étaient pieux et Nous y laisserons les injustes agenouillés.
073_00	Et lorsque Nos versets évidents leur sont récités les mécréants disent à ceux qui croient: «Lequel des deux groupes a la situation la plus confortable et la meilleure compagnie?»
074_00	Combien de générations, avant eux, avons-Nous fait périr, qui les surpassaient en biens et en apparence?
075_00	Dis: «Celui qui est dans l'égarement, que le Tout Miséricordieux prolonge sa vie pour un certain temps, jusqu'à ce qu'ils voient soit le châtiment, soit l'Heure dont ils sont menacés.
075_01	Alors, ils sauront qui a la pire situation et la troupe la plus faible».
076_00	Allah accroît la rectitude de ceux qui suivent le bon chemin, et les bonnes œuvres durables méritent auprès de ton Seigneur une meilleure récompense et une meilleure destination.
077_00	As-tu vu celui qui ne croit pas à Nos versets et dit: «On me donnera certes des biens et des enfants»?
078_00	Est-il au courant de l'Inconnaissable ou a-t-il pris un engagement avec le Tout Miséricordieux?
079_00	Bien au contraire! Nous enregistrerons ce qu'il dit et accroîtrons son châtiment.
080_00	C'est Nous qui hériterons ce dont il parle, tandis qu'il viendra à Nous, tout seul.
081_00	Ils ont adopté des divinités en dehors d'Allah pour qu'ils leur soient des protecteurs (contre le châtiment).
082_00	Bien au contraire! [ces divinités] renieront leur adoration et seront pour eux des adversaires.
083_00	N'as-tu pas vu que Nous avons envoyé contre les mécréants des diables qui les excitent furieusement [à désobéir]?
084_00	Ne te hâte donc pas contre eux: Nous tenons un compte précis de [tous leurs actes].
085_00	(Rappelle-toi) le jour où Nous rassemblerons les pieux sur des montures et en grande pompe, auprès du Tout Miséricordieux,
086_00	et pousserons les criminels à l'Enfer comme (un troupeau) à l'abreuvoir,
087_00	ils ne disposeront d'aucune intercession, sauf celui qui aura pris un engagement avec le Tout Miséricordieux.
088_00	Et ils ont dit: «Le Tout Miséricordieux S'est attribué un enfant!»
089_00	Vous avancez certes là une chose abominable!
090_00	Peu s'en faut que les cieux ne s'entrouvrent à ces mots, que la terre ne se fende et que les montagnes ne s'écroulent,
091_00	du fait qu'ils ont attribué un enfant au Tout Miséricordieux,
092_00	alors qu'il ne convient nullement au Tout Miséricordieux d'avoir un enfant!
093_00	Tous ceux qui sont dans les cieux et sur la terre se rendront auprès du Tout Miséricordieux, [sans exception], en serviteurs.
094_00	Il les a certes dénombrés et bien comptés.
095_00	Et au Jour de la Résurrection, chacun d'eux se rendra seul auprès de Lui.
096_00	A ceux qui croient et font de bonnes œuvres, le Tout Miséricordieux accordera Son amour.
097_00	Nous l'avons rendu (le Coran) facile [à comprendre] en ta langue, afin que tu annonces par lui la bonne nouvelle aux gens pieux, et que, tu avertisses un peuple irréductible.
098_00	Que de générations avant eux avons-Nous fait périr! En retrouves-tu un seul individu? ou en entends-tu le moindre murmure?
