سُورَةُ المُؤۡمِنُونَ
000_00	Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.
027_01	Et quand Notre commandement viendra et que le four bouillonnera, achemine là-dedans un couple de chaque espèce, ainsi que ta famille, sauf ceux d'entre eux contre qui la parole a déjà été prononcée; et ne t'adresse pas à Moi au sujet des injustes, car ils seront fatalement noyés.
028_00	Et lorsque tu seras installé, toi et ceux qui sont avec toi, dans l'arche, dis: «Louange à Allah qui nous a sauvés du peuple des injustes».
029_00	Et dis: «Seigneur, fais-moi débarquer d'un débarquement béni. Tu es Celui qui procure le meilleur débarquement».
030_00	Voilà bien là des signes. Nous sommes certes Celui qui éprouve.
031_00	Puis, après eux, Nous avons créé d'autres générations,
032_00	Nous envoyâmes parmi elles un Messager [issu] d'elles pour leur dire: «Adorez Allah. Vous n'avez pas d'autre divinité en dehors de Lui. Ne le craignez-vous pas?»
033_00	Les notables de son peuple qui avaient mécru et traité de mensonge la rencontre de l'au-delà, et auxquels Nous avions accordé le luxe dans
033_01	la vie présente, dirent: «Celui-ci n'est qu'un être humain comme vous, mangeant de ce que vous mangez, et buvant de ce que vous buvez.
034_00	Si vous obéissez à un homme comme vous, vous serez alors perdants.
035_00	Vous promet-il, quand vous serez morts, et devenus poussière et ossements, que vous serez sortis [de vos sépulcres]?
036_00	Loin, loin, ce qu'on vous promet!
037_00	Ce n'est là que notre vie présente: nous mourons et nous vivons; et nous ne serons jamais ressuscités.
038_00	Ce n'est qu'un homme qui forge un mensonge contre Allah; et nous ne croirons pas en lui».
039_00	Il dit: «Seigneur! Apporte-moi secours parce qu'ils me traitent de menteur».
040_00	[Allah] dit: «Oui, bientôt ils en viendront aux regrets».
041_00	Le cri, donc, les saisit en toute justice; puis Nous les rendîmes semblables à des débris emportés par le torrent. Que disparaissent à jamais les injustes!
042_00	Puis après eux Nous avons créé d'autres générations.
043_00	Nulle communauté ne peut avancer ni reculer son terme.
044_00	Ensuite, Nous envoyâmes successivement Nos messagers. Chaque fois qu'un messager se présentait à sa communauté, ils le traitaient de menteur.
044_01	Et Nous les fîmes succéder les unes aux autres [dans la destruction], et Nous en fîmes des thèmes de récits légendaires. Que disparaissent à jamais les gens qui ne croient pas!
045_00	Ensuite, Nous envoyâmes Moïse et son frère Aaron avec Nos prodiges et une preuve évidente,
046_00	vers Pharaon et ses notables mais ceux-ci s'enflèrent d'orgueil: ils étaient des gens hautains.
047_00	Ils dirent: «Croirons-nous en deux hommes comme nous dont les congénères sont nos esclaves».
048_00	Ils les traitèrent [tous deux] de menteurs et ils furent donc parmi les anéantis.
049_00	Et Nous avions apporté le Livre à Moïse afin qu'ils se guident.
050_00	Et Nous fîmes du fils de Marie, ainsi que de sa mère, un prodige; et Nous donnâmes à tous deux asile sur une colline bien stable et dotée d'une source.
051_00	O Messagers! Mangez de ce qui est permis et agréable et faites du bien. Car Je sais parfaitement ce que vous faites.
052_00	Cette communauté, la vôtre, est une seule communauté, tandis que Je suis votre Seigneur. Craignez-Moi donc».
053_00	Mais ils se sont divisés en sectes, chaque secte exultant de ce qu'elle détenait.
054_00	Laisse-les dans leur égarement pour un certain temps.
055_00	Pensent-ils que ce que Nous leur accordons, en biens et en enfants,
056_00	[soit une avance] que Nous Nous empressons de leur faire sur les biens [de la vie future]? Au contraire, ils n'en sont pas conscients.
057_00	Ceux qui, de la crainte de leur Seigneur, sont pénétrés,
058_00	qui croient aux versets de leur Seigneur,
059_00	qui n'associent rien à leur Seigneur,
060_00	qui donnent ce qu'ils donnent, tandis que leurs cœurs sont pleins de crainte [à la pensée] qu'ils doivent retourner à leur Seigneur.
061_00	Ceux-là se précipitent vers les bonnes actions et sont les premiers à les accomplir.
062_00	Nous n'imposons à personne que selon sa capacité. Et auprès de Nous existe un Livre qui dit la vérité, et ils ne seront pas lésés.
063_00	Mais leurs cœurs restent dans l'ignorance à l'égard de cela [le Coran]. [En outre] ils ont d'autres actes (vils) qu'ils accomplissent,
064_00	jusqu'à ce que par le châtiment Nous saisissions les plus aisés parmi eux et voilà qu'ils crient au secours.
065_00	«Ne criez pas aujourd'hui. Nul ne vous protègera contre Nous.
066_00	Mes versets vous étaient récités auparavant; mais vous vous [en] détourniez,
067_00	s'enflant d'orgueil, et vous les dénigriez au cours de vos veillées».
068_00	Ne méditent-ils donc pas sur la parole (le Coran)? Ou est-ce que leur est venu ce qui n'est jamais venu à leurs premiers ancêtres?
069_00	Ou n'ont-ils pas connu leur Messager, au point de le renier?
070_00	Ou diront-ils: «Il est fou?» Au contraire, c'est la vérité qu'il leur a apportée. Et la plupart d'entre eux dédaignent la vérité.
071_00	Si la vérité était conforme à leurs passions, les cieux et la terre et ceux qui s'y trouvent seraient, certes, corrompus. Au contraire, Nous leur avons donné leur rappel. Mais ils s'en détournent.
072_00	Ou leur demandes-tu une rétribution? Mais la rétribution de ton Seigneur est meilleure. Et c'est Lui, le Meilleur des pourvoyeurs.
073_00	Et tu les appelles, certes, vers le droit chemin.
074_00	Or, ceux qui ne croient pas à l'au-delà sont bien écartés de ce chemin.
075_00	Si Nous leur faisions miséricorde et écartions d'eux le mal, ils persisteraient certainement dans leur transgression, confus et hésitants.
076_00	Nous les avons certes saisis du châtiment, mais ils ne se sont pas soumis à leur Seigneur; de même qu'ils ne [Le] supplient point,
077_00	jusqu'au jour où Nous ouvrirons sur eux une porte au dur châtiment, et voilà qu'ils en seront désespérés.
078_00	Et c'est Lui qui a créé pour vous l'ouïe, les yeux et les cœurs. Mais vous êtes rarement reconnaissants.
079_00	C'est Lui qui vous a répandus sur la terre, et c'est vers Lui que vous serez rassemblés.
080_00	Et c'est Lui qui donne la vie et qui donne la mort; et l'alternance de la nuit et du jour dépend de Lui. Ne raisonnerez-vous donc pas?
081_00	Ils ont plutôt tenu les mêmes propos que les anciens.
082_00	Ils ont dit: «lorsque nous serons morts et que nous serons poussière et ossements, serons-nous vraiment ressuscités?
083_00	On nous a promis cela, ainsi qu'à nos ancêtres auparavant; ce ne sont que de vieilles sornettes».
084_00	Dis: «A qui appartient la terre et ceux qui y sont? si vous savez».
085_00	Ils diront: «A Allah». Dis: «Ne vous souvenez-vous donc pas?»
086_00	Dis: «Qui est le Seigneur des sept cieux et le Seigneur du Trône sublime?»
087_00	Ils diront: [ils appartiennent] «A Allah». Dis: «Ne craignez-vous donc pas?»
088_00	Dis: «Qui détient dans sa main la royauté absolue de toute chose, et qui protège et n'a pas besoin d'être protégé? [Dites], si vous le savez!»
089_00	Ils diront: «Allah». Dis: «Comment donc se fait-il que vous soyez ensorcelés?» [au point de ne pas croire en Lui].
090_00	Nous leur avons plutôt apporté la vérité et ils sont assurément des menteurs.
091_00	Allah ne S'est point attribué d'enfant et il n'existe point de divinité avec Lui; sinon, chaque divinité s'en irait avec ce qu'elle a créé, et certaines seraient supérieures aux autres.
091_01	(Gloire et pureté) à Allah! Il est Supérieur à tout ce qu'ils décrivent.
092_00	[Il est] Connaisseur de toute chose visible et invisible! Il est bien au-dessus de ce qu'ils [Lui] associent!
093_00	Dis: «Seigneur, si jamais Tu me montres ce qui leur est promis;
094_00	alors, Seigneur, ne me place pas parmi les gens injustes.
095_00	Nous sommes Capable, certes, de te montrer ce que Nous leur promettons.
096_00	Repousse le mal par ce qui est meilleur. Nous savons très bien ce qu'ils décrivent.
097_00	Et dis: «Seigneur, je cherche Ta protection, contre les incitations des diables.
098_00	et je cherche Ta protection, Seigneur, contre leur présence auprès de moi».
099_00	...Puis, lorsque la mort vient à l'un deux, il dit: «Mon Seigneur! Fais-moi revenir (sur terre),
100_00	afin que je fasse du bien dans ce que je délaissais». Non, c'est simplement une parole qu'il dit. Derrière eux, cependant, il y a une barrière, jusqu'au jour où ils seront ressuscités».
101_00	Puis quand on soufflera dans la Trompe, il n'y aura plus de parenté entre eux ce jour là, et ils ne se poseront pas de questions.
102_00	Ceux dont la balance est lourde seront les bienheureux;
103_00	et ceux dont la balance est légère seront ceux qui ont ruiné leurs propres âmes et ils demeureront éternellement dans l'Enfer.
104_00	Le feu brûlera leurs visages et ils auront les lèvres crispées.
105_00	«Mes versets ne vous étaient-ils pas récités et vous les traitiez alors de mensonges?»
106_00	Ils dirent: «Seigneur! Notre malheur nous a vaincus, et nous étions des gens égarés.
107_00	Seigneur, fais nous-en sortir! Et si nous récidivons, nous serons alors des injustes».
108_00	Il dit: «Soyez-y refoulés (humiliés) et ne Me parlez plus».
109_00	Il y eut un groupe de Mes serviteurs qui dirent: «Seigneur, nous croyons; pardonne-nous donc et fais-nous miséricorde, car Tu es le meilleur des Miséricordieux»
110_00	mais vous les avez pris en raillerie jusqu'à oublier de M'invoquer, et vous vous riiez d'eux.
111_00	Vraiment, Je les ai récompensés aujourd'hui pour ce qu'ils ont enduré; et ce sont eux les triomphants.
112_00	Il dira: «Combien d'années êtes-vous restés sur terre?»
113_00	Ils diront: «Nous y avons demeuré un jour, ou une partie d'un jour. Interroge donc ceux qui comptent.»
114_00	Il dira: «Vous n'y avez demeuré que peu [de temps], si seulement vous saviez.
115_00	Pensiez-vous que Nous vous avions créés sans but, et que vous ne seriez pas ramenés vers Nous?»
116_00	Que soit exalté Allah, le vrai Souverain! Pas de divinité en dehors de Lui, le Seigneur du Trône sublime!
117_00	Et quiconque invoque avec Allah une autre divinité, sans avoir la preuve évidente [de son existence], aura à en rendre compte à son Seigneur. En vérité, les mécréants, ne réussiront pas.
118_00	Et dis: «Seigneur, pardonne et fais miséricorde. C'est Toi le Meilleur des miséricordieux».
