سُورَةُ صٓ
000_00	Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.
075_00	(Allah) lui dit: «O Iblîs, qui t'a empêché de te prosterner devant ce que J'ai créé de Mes mains? T'enfles-tu d'orgueil ou te considères-tu parmi les hauts placés?»
076_00	«Je suis meilleur que lui, dit [Iblîs,] Tu m'as créé de feu et tu l'as créé d'argile».
077_00	(Allah) dit: «Sors d'ici, te voilà banni;
078_00	et sur toi sera ma malédiction jusqu'au jour de la Rétribution».
079_00	«Seigneur, dit [Iblîs], donne-moi donc un délai, jusqu'au jour où ils seront ressuscités».
080_00	(Allah) dit: «Tu es de ceux à qui un délai est accordé,
081_00	jusqu'au jour de l'Instant bien Connu».
082_00	«Par Ta puissance! dit [Satan]. Je les séduirai assurément tous,
083_00	sauf Tes serviteurs élus parmi eux».
084_00	(Allah) dit: «En vérité, et c'est la vérité que je dis,
085_00	J'emplirai certainement l'Enfer de toi et de tous ceux d'entre eux qui te suivront».
086_00	Dis: «Pour cela, je ne vous demande aucun salaire; et je ne suis pas un imposteur.
087_00	Ceci [le Coran] n'est qu'un rappel à l'univers.
088_00	Et certainement vous en aurez des nouvelles bientôt!»
