سُورَةُ مُحَمَّدٍ
000_00	Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.
017_00	Quant à ceux qui se mirent sur la bonne voie, Il les guida encore plus et leur inspira leur piété.
018_00	Qu'est-ce qu'ils attendent sinon que l'Heure leur vienne à l'improviste? Or ses signes avant-coureurs sont certes déjà venus. Et comment pourront-ils se rappeler quand elle leur viendra (à l'improviste)?
019_00	Sache donc qu'en vérité il n'y a point de divinité à part Allah et implore le pardon pour ton péché, ainsi que pour les croyants et les croyantes. Allah connaît vos activités (sur terre) et votre lieu de repos (dans l'au-delà).
020_00	Ceux qui ont cru disent: «Ah!
020_01	Si une Sourate descendait!»
020_02	Puis, quand on fait descendre une Sourate explicite et qu'on y mentionne le combat, tu vois ceux qui ont une maladie au cœur te regarder du regard de celui qui s'évanouit devant la mort. Seraient bien préférables pour eux.
021_00	une obéissance et une parole convenable. Puis, quand l'affaire est décidée, il serait mieux pour eux certes, de se montrer sincères vis-à-vis d'Allah.
022_00	Si vous vous détournez, ne risquez-vous pas de semer la corruption sur terre et de rompre vos liens de parenté?
023_00	Ce sont ceux-là qu'Allah a maudits, a rendus sourds et a rendu leurs yeux aveugles.
024_00	Ne méditent-ils pas sur le Coran? Ou y a-t-il des cadenas sur leurs cœurs?
025_00	Ceux qui sont revenus sur leurs pas après que le droit chemin leur a été clairement exposé, le Diable les a séduits et trompés.
026_00	C'est parce qu'ils ont dit à ceux qui ont de la répulsion pour la révélation d'Allah: «Nous allons vous obéir dans certaines choses». Allah cependant connaît ce qu'ils cachent.
027_00	Qu'adviendra-t-il d'eux quand les Anges les achèveront, frappant leurs faces et leurs dos?
028_00	Cela parce qu'ils ont suivi ce qui courrouce Allah, et qu'ils ont de la répulsion pour [ce qui attire] Son agrément. Il a donc rendu vaines leurs œuvres.
029_00	Ou bien est-ce que ceux qui ont une maladie au cœur escomptent qu'Allah ne saura jamais faire apparaître leur haine?
030_00	Or, si Nous voulions Nous te les montrerions. Tu les reconnaîtrais certes à leurs traits; et tu les reconnaîtrais très certainement au ton de leur parler. Et Allah connaît bien vos actions.
031_00	Nous vous éprouverons certes afin de distinguer ceux d'entre vous qui luttent [pour la cause d'Allah] et qui endurent, et afin d'éprouver [faire apparaître] vos nouvelles.
032_00	Ceux qui ont mécru et obstrué le chemin d'Allah et se sont mis dans le clan opposé au Messager après que le droit chemin leur fut clairement exposé, ne sauront nuire à Allah en quoi que ce soit. Il rendra vaines leurs œuvres.
033_00	O vous qui avez cru ! Obéissez à Allah, obéissez au Messager, et ne rendez pas vaines vos œuvres.
034_00	Ceux qui ont mécru et obstrué le chemin d'Allah puis sont morts tout en étant mécréants, Allah ne leur pardonnera jamais.
035_00	Ne faiblissez donc pas et n'appelez pas à la paix alors que vous êtes les plus hauts, qu'Allah est avec vous, et qu'Il ne vous frustrera jamais [du mérite] de vos œuvres.
036_00	La vie présente n'est que jeu et amusement; alors que si vous croyez et craignez, [Allah], Il vous accordera vos récompenses et ne vous demandera pas vos biens.
037_00	S'Il vous les demandait importunément, vous deviendriez avares et Il ferait apparaître vos haines.
038_00	Vous voilà appelés à faire des dépenses dans le chemin d'Allah. Certains parmi vous se montrent avares.
038_01	Quiconque cependant est avare, l'est à son détriment. Allah est le Suffisant à Soi-même alors que vous êtes les besogneux. Et si vous vous détournez, Il vous remplacera par un peuple autre que vous, et ils ne seront pas comme vous.
