001_00	Alef, Lam, Mim.
030_00	Disse: Ó Senhor meu, concede-me a vitória sobre o povo dos corruptores!
031_00	E quando os Nossos mensageiros (angelicais) levaram a Abraão as alvíssaras de boas novas, disseram: Em verdade, exterminaremos os moradores desta cidade, porque eles são iníquos.
032_00	Disse-lhes: Sabei que Lot vive nela. Disseram-lhe: Nós bem sabemos quem nela está; e sem dúvida que o salvaremos, juntamente com os seus familiares, exceto a sua mulher, que se contará entre os deixados para trás.
033_00	E quando Nossos mensageiros se apresentaram a Lot, este se angustiou por causa deles e por sua própria impotência emos defender.
033_01	Disseram-lhe: Não temas, nem te aflijas, porque te salvaremos, juntamente com a tua família, exceto a tuamulher, que se contará entre os deixados para trás.
034_00	Sabei que desencadearemos sobre os moradores desta cidade um castigo do céu por sua depravação.
035_00	E, daquilo, deixamos um sinal para os sensatos.
036_00	E enviamos aos madianitas seu irmão, Xuaib (Jetro), que lhes disse: Ó povo meu, adorai a Deus, temei o Dia do JuízoFinal, e não injurieis na terra, corrompendo-a!
037_00	Porém, desmentiram-no, e a centelha os fulminou, e a manhã encontrou-os jacentes em seus lares.
038_00	E aniquilamos o povo de Ad e o de Samud, como atestam (as ruínas de) suas casas, porque Satanás lhes abrilhantou asações e os desencaminhou da (verdadeira) senda, apesar de serem perspicazes.
039_00	E (recorda-te de) Carun, do Faraó e de Haman. Moisés lhes apresentou as evidências, mas eles se ensoberbeceram naterra, mas não puderam iludir(-Nos).
040_00	Porém, castigamos cada um, por seus pecados; sobre alguns deles desencadeamos um furacão;
040_01	a outros, fulminou-os oestrondo; a outros, fizemo-los serem tragados pela terra e, a
040_02	outros, afogamo-los. É inconcebível que Deus os houvessecondenado; outrossim, condenaram-se a si mesmos.
041_00	O exemplo daqueles que adotam protetores, em vez de Deus, é igual ao da aranha, que constrói a sua própria casa.
041_01	Porcerto que a mais fraca das casas é a teia de aranha. Se o soubessem!
042_00	Em verdade, Deus sabe que nada significa o que invocam em vez d'Ele, e Ele é o Poderoso, o Prudentíssimo.
043_00	E estas parábolas, citamo-las aos humanos; porém, só os sensatos as compreendem.
044_00	Deus criou os céus e a terra com prudência; certamente, nisto há um sinal para os fiéis.
045_00	Recita o que te foi revelado do Livro e observa a oração, porque a oração preserva (o homem) da obscenidade e doilícito; mas, na verdade, a recordação de Deus é o mais importante.
045_01	Sabei que Deus está ciente de tudo quanto fazeis.
046_00	E não disputeis com os adeptos do Livro, senão da melhor forma, exceto com os iníquos, dentre eles.
046_01	Dizei-lhes: Cremosno que nos foi revelado, assim como no que vos foi revelado antes; nosso Deus e o vosso são Um e a Ele nos submetemos.
047_00	E assim te revelamos o Livro.
047_01	Aqueles a quem concedemos o Livro crêem nele, e também entre estes (árabes idólatras) há os que nele crêem; e ninguém, salvo os incrédulos, nega os Nosso versículos.
048_00	E nunca recitaste livro algum antes deste, nem o transcreveste com a tua mão direita; caso contrário, os difamadores teriaduvidado.
049_00	Qual! Ele encerra lúcidos versículos, inculcados nos corações daqueles a quem foi dado o conhecimento e ninguém, salvo os iníquos, nega os Nossos versículos.
050_00	E dizem: Por que não lhe foram revelados uns sinais do seu Senhor? Responde-lhes: Os sinais só estão com Deus, quanto a mim, sou somente um elucidativo admoestador.
051_00	Não lhes basta, acaso, que te tenhamos revelado o Livro, que lhes é recitado? Em verdade, nisto há mercês e mensagempara os fiéis.
052_00	Dize-lhes: Basta-me Deus por testemunha, entre vós e mim.
052_01	Ele conhece o que há nos céus e na terra. Aqueles quecrerem nas vaidades e negarem Deus, serão os desventurados.
053_00	Apressam-te com o castigo; porém, se não fosse pelo término prefixado, tê-los-ia açoitado o castigo; saibam eles queeste os surpreenderá inopinadamente, sem que para isso estejam prevenidos.
054_00	Apressam-te com o castigo; porém, certamente, o inferno cercará os incrédulos (por todos os lados).
055_00	(Será) o dia em que o castigo os cobrirá por cima e por baixo; então, ser-lhe-á dito: Sofrei as conseqüências das vossasações!
056_00	Ó fiéis, servos Meus, em verdade, a Minha terra é ampla. Adorai-Me, pois!
057_00	Toda alma provará o gosto da morte; então, retornareis a Nós.
058_00	Quanto aos fiéis, que praticam o bem, dar-lhes-emos um lar no Paraíso, abaixo dos quais correm rios, onde morarãoeternamente. Quão excelente é a recompensa dos caritativos,
059_00	Que perseveram e se encomendam ao seu Senhor!
060_00	E quantas criaturas existem que não podem procurar o seus sustento! Deus as agracia da mesma maneira que a vós, e Eleé o Oniouvinte, o Sapientíssimo!
061_00	E se lhes perguntas: Quem criou os céus e a terra e submeteu o sol e a lua? Eles respondem: Deus! Então, por que seretraem?
062_00	Deus prodigaliza e restringe a subsistência a quem Lhe apraz, dentre os Seus servos, porque Deus é Onisciente.
063_00	E se lhes perguntas: Quem faz descer a água do céu e com ela vivifica a terra, depois de haver sido árida? Respondem-te: Deus!
063_01	Dize: Louvado seja Deus! Porém, a maioria é insensata.
064_00	E que é a vida terrena, senão diversão e jogo? Certamente a morada no outro mundo é a verdadeira vida. Se osoubessem!
065_00	Quando embarcam nos navios, invocam Deus sinceramente; porém, quando, a salvo, chegam à terra, eis que (Lhe) atribuem parceiros,
066_00	Para, em seguida, desagradecerem tudo, com que o temos cumulado, e para se deleitarem. Logo o saberão!
067_00	E não reparam (os maquenses) em que lhes concedemos um santuário seguro, ao passo que, ao seu redor, as pessoaseram saqueadas? Crerão, acaso, nas falsidades, e rejeitarão as graças de Deus?
068_00	Haverá alguém, mais iníquo do que quem forja mentiras acerca de Deus ou desmente a verdade, quando esta lhe chega? Não há, acaso, no inferno, morada para os incrédulos?
069_00	Por outra, quanto àqueles que diligenciam por Nossa causa, encaminhá-los-emos pela Nossa senda. Sabei que Deus estácom os benfeitores.
