001_00	Alif, Lam, Mim.
060_01	¡Comed y bebed de la provisión de Allah y no hagáis el mal en la tierra como corruptores.
061_00	Y cuando dijisteis: ¡Musa! No soportaremos más comer un único alimento, así que pide a tu Señor que haga salir para
061_01	nosotros algo de lo que crece en la tierra como legumbres, pepinos, ajos, lentejas y cebollas.
061_02	Dijo: ¿Queréis cambiar lo más elevado por lo más bajo? Bajad a Misr* y tendréis lo que habéis pedido.
061_03	Se decretó que la vileza y la mezquin dad fueran inseparables de ellos.
061_04	Y volvieron habiendo incurrido en la cólera de Allah. Esto les pasó por haber negado los signos de Allah y haber matado a los profetas sin razón, y por haber desobedecido y haber traspasado los límites.
062_00	Cierto que los que han creído*, los que siguen el judaísmo, los cristianos y los sabeos, si creen en Allah y en el Último Día y actúan rectamente,
062_01	tendrán su recompensa ante su Señor y no tendrán que temer ni se entristecerán.
063_00	Y cuando os tomamos el compromiso y elevamos el monte poniéndolo por encima de vuestras cabezas*: ¡Tomad con fuerza lo que os hemos dado y recordad lo que contiene, ojalá os guardéis!
064_00	Luego, a pesar de ello, dísteis la espalda.Y de no haber sido por el favor de Allah con vosotros y por Su misericordia, habríais estado con los que se pierden.
065_00	Ya sabéis lo que les ocurrió a aquéllos de vosotros que transgredieron el sábado* y les dijimos: ¡Convertíos en monos despreciables!
066_00	Hicimos esto para que les sirviera de lección a sus contemporáneos y a los que vinieran después.Y es una llamada de atención para los temerosos (de Allah).
067_00	Cuando dijo Musa a su pueblo: Allah os manda que sacrifiquéis una vaca.
067_01	Respondieron: ¿Te burlas de nosotros? Dijo: Que Allah me libre de estar entre los ignorantes.
068_00	Dijeron: Pídele a tu Señor por nosotros que nos aclare cómo ha de ser. Respondió: Dice que sea una vaca que ni esté entrada en años ni sea prematura, sino intermedia. ¡Haced lo que se os ordena!
069_00	Dijeron: Pídele a tu Señor por nosotros que nos aclare de qué color ha de ser. Y respondió: Dice que sea una vaca de color azafranado intenso, que alegre a quien la vea.
070_00	Dijeron: Pídele a tu Señor por nosotros que nos diga cómo ha de ser, pues todas las vacas nos parecen semejantes y de verdad que, si Allah quiere, encontraremos el camino.
071_00	Respondió: Dice que sea una vaca que no haya sido subyugada ni para arar la tierra ni para regar el campo, intacta y sin ninguna marca.
071_01	Dijeron: Ahora has traído la certeza. Y la degollaron, aunque poco faltó para que no lo hicieran.
072_00	Y cuando matasteis a uno y disputábais acerca de ello; Allah puso al descubierto lo que ocultábais.
073_00	Dijimos: Tocadlo con un miembro de ella*. Así es como Allah hace vivir lo muerto y muestra Sus signos para que podáis comprender.
074_00	Luego, y a pesar de esto, sus corazones se endurecieron y se volvieron como las piedras o aún más duros, pues hay piedras de las que nacen ríos, piedras que se quiebran y mana de ellas agua,
074_01	y piedras que se vienen abajo por temor de Allah. Allah no está descuidado de lo que hacéis.
075_00	¿Pretendéis que os crean cuando una parte de ellos* ya habían oído la palabra de Allah y, a pesar de haberla comprendido, la alteraron conscientemente?
076_00	Cuando se encuentran con los que creen dicen: Creemos; pero cuando se quedan a solas entre ellos dicen: ¿Es que les vais a contar
076_01	lo que Allah os dio a conocer para que lo utilicen ante vuestro Señor como argumento contra vosotros?¿Es que no entenderéis?
077_00	¿Acaso no saben que Allah conoce lo que guardan en secreto y lo que divulgan?
078_00	Los hay que no saben ni leer ni escribir y no conocen el Libro, tan sólo son sus deseos y no hacen sino suponer.
079_00	¡Ay de los que reescriben el Libro con sus propias manos y luego dicen: Esto procede de Allah! Lo hacen vendiéndolo a bajo precio.
079_01	¡Ay de ellos por lo que han escrito sus manos! ¡Ay de ellos por lo que se han buscado!
080_00	Dicen: El Fuego sólo nos tocará un número determinado de días*.
080_01	¿Es que acaso habéis hecho un pacto con Allah -Y Allah no falta a Su pacto - o es que decís sobre Allah lo que no sabéis?
081_00	Pero no, el que haya adquirido maldad y esté rodeado por sus faltas...Esos son los compañeros del Fuego, donde serán inmortales.
082_00	Y los que crean y practiquen las acciones de bien...Esos son los compañeros del Jardín, donde serán inmortales.
083_00	Y cuando hicimos que los hijos de Israel tomaran sobre sí el Compromiso. Les dijimos: No adoraréis a otro que Allah,
083_01	haréis el bien a vuestros padres así como a los parientes, a los huérfanos y a los pobres; hablaréis a la gente de buena manera, estableceréis el salat y entregaréis el zakat. Luego, exceptuando unos pocos, dísteis la espalda y os desentendísteis.
084_00	Y cuando os hicimos tomar el Compromiso: No derramaréis la sangre de ninguno de los vuestros ni lo expulsaréis del lugar donde viva. Lo aceptásteis y sois testigos de ello.
085_00	Luego fuisteis de tal condición que os matasteis unos a otros y expulsásteis a una parte de los vuestros de sus hogares, recurriendo para ello al de
085_01	lito y a la injusticia. Y no obstante, si luego venían a vosotros cautivos de otros, pagabais su rescate* cuando, en contra de la prohibición, habíais
085_02	sido vosotros mismos quienes los habíais expulsado. ¿Es que vais a creer en una parte del Libro y en otra no? El pago de los que de vosotros hagan e
085_03	so será, en esta vida, la humillación, y en el Día del Levantamiento se les someterá al más severo castigo. Allah no está inadvertido de lo que hacen.
086_00	Esos son los que han vendido la Otra Vida a cambio de la vida de este mundo. No se les aliviará el castigo ni serán auxiliados.
087_00	Ya le dimos el Libro a Musa y enviamos, tras él, a otros mensajeros. A Isa, el hijo de Maryam, le dimos las pruebas evidentes y le ayudamos con el Espíritu Puro*.¿Acaso no os llenabais de soberbia cada vez que venía a vosotros un mensajero trayendo lo que no deseaban vuestras almas?
087_01	A unos los tomásteis por mentirosos y a otros los matasteis.
088_00	Dicen: Nuestros corazones están cerrados.¡Maldígalos Allah por su incredulidad! ¡Qué poco es lo que creen!
089_00	Y ahora que les ha llegado un libro de Allah, que es una confirmación de lo que ya tenían, no creen en él, a pesar de reconocerlo y de que en otro tiempo pidieron auxilio contra los incrédulos.
089_01	¡Que la maldición de Allah caiga sobre los incrédulos! *
090_00	¡Por qué mal precio han vendido sus almas! Haberse negado a creer en lo que Allah ha hecho descender,
090_01	sólo por envidia de que Allah haya hecho descender parte de Su favor sobre aquel de Sus siervos que ha querido. Y así se han ganado ira tras ira. Los que se niegan a creer, tendrán un castigo denigrante.
091_00	Y cuando se les dice: ¡Creed en lo que Allah ha hecho descender! Dicen: Creemos en lo que se nos hizo descender a nosotros antes, pero no en lo que nos ha venido después.
091_01	Sin embargo esto último es la verdad que confirma lo que ya tenían. Di: ¿Por qué entonces matasteis a los profetas de Allah si erais creyentes?
092_00	Ya vino a vosotros Musa trayendo consigo las pruebas claras y a pesar de ello, en su ausencia, tomásteis el becerro y fuisteis injustos.
093_00	Y cuando pactamos con vosotros la Alianza, levantando el monte y poniéndolo sobre vuestras cabezas: ¡Tomad lo que os damos con fuerza y oíd! Dijeron: Hemos oído y desobedecemos.
093_01	Sus corazones se habían impregnado del becerro, por pura incredulidad. Di: ¡Qué malo es lo que os manda vuestra creencia, si fuerais creyentes!
094_00	Di: Si es verdad que la morada de la Última Vida junto a Allah os pertenece en exclusiva sin incluir al resto de los hombres, desead entonces la muerte si sois sinceros.
095_00	Pero nunca la desearán por temor a lo que sus manos presentan.Allah conoce perfectamente a los injustos.
096_00	Encontrarás que son los hombres con más apego a la vida, como les ocurre a algunos idólatras, que desearían vivir mil años.
096_01	Pero aunque los vivieran, eso no les salvaría del castigo...Allah ve lo que hacen.
097_00	Di: Quien sea enemigo de Yibril...Ha sido él quien, con permiso de Allah, lo ha traído* hasta tu corazón, con la autorización de Allah, como una confirmación de lo que ya había y como guía y buena nueva para los creyentes.
098_00	Quien sea enemigo de Allah, de Sus ángeles, de Sus mensajeros y de Yibril y Mikail... Allah es enemigo de los incrédulos.
099_00	Hemos hecho que te descendieran signos clarificadores que sólo los descarriados niegan
100_00	¿Es que cada vez que se comprometan con un pacto, habrá una parte de ellos que lo rompa?Ciertamente, la mayoría de ellos no creen.
101_00	Y ahora que les ha llegado un mensajero de Allah confirmando lo que ya tenían, hay algunos de los que recibieron el Libro que se desentienden del libro de Allah,
101_01	dándole la espalda como si no supieran.
102_00	Siguen lo que practicaron losmonios en el reinado de Sulayman. Pero no fue Sulayman quien cayó en incredulidad, sino que fueron los de
102_01	demonios al enseñar a los hombres la magia que le había sido revelada a los dos ángeles Harut y Marut en Babil*. Estos no enseñaban a nadie
102_02	sin antes advertirle: Somos una prueba, no caigas en la incredulidad. Así aprendieron de ellos cómo separar al hombre de su esposa.* Pero
102_03	no perjudicaron a nadie sin permiso de Allah. Aprendieron lo que les perjudicaba y no les beneficiaba y ciertamente supieron que quien ad
102_04	quiriera ese conocimiento no tendría parte en la Última Vida. ¡Ojalá hubieran sabido cuán malo era el precio por el que vendieron sus almas!
103_00	¡Ojalá hubieran creído, hubieran temido (a Allah) y hubieran sabido que lo que Allah da es mejor!
104_00	¡Vosotros que creéis! No digáis: "Raina"*, decid mejor: "Espéranos" y prestad atención. Los que se niegan a creer, tendrán un doloroso castigo.
105_00	La gente del Libro que ha caído en incredulidad y los asociadores, no desean que os baje ningún bien procede
105_01	nte de vuestro Señor, pero Allah distingue con Su misericordia a quien quiere. Allah es Dueño del Gran Favor.
106_00	No hay signo que suprimamos o hagamos olvidar sin traer en su lugar algo similar o mejor.¿Acaso no sabes que Allah es Poderoso sobre todas las cosas?
107_00	¿No sabes que a Allah Le pertenece el dominio de los cielos y de la tierra y que fuera de Él no tenéis quien os proteja ni os auxilie?
108_00	¿O es que queréis poner en cuestión a vuestro Mensajero como ya hicieron con Musa? Quien toma la incredulidad en lugar de la creencia, se ha extraviado del camino llano.
109_00	Muchos de la Gente del Libro desearían que renegarais después de haber creído y una vez que la verdad se les ha hecho patente, por la envidia que sienten sus almas.
109_01	No obstante perdonad y pasad por alto hasta que Allah traiga Su mandato; ciertamente Allah tiene poder sobre todas las cosas.
110_00	Estableced el salat y entregad el zakat; y todo el bien que adelantéis en beneficio de vuestras almas, lo encontraréis junto a Allah; es verdad que Allah ve lo que hacéis.
111_00	Dicen: Sólo entrará en el Jardín quien sea judío o cristiano.Esas son sus falsas pretensiones.Di: Si es verdad lo que decís, traed la prueba que lo demuestre.
112_00	¡Pero no! Sino que aquel que humille su rostro ante Allah y actúe rectamente, no tendrá que temer ni se entristecerá.
113_00	Dicen los judíos: Los cristianos no tienen fundamento.Y dicen los cristianos: Los judíos no tienen fundamento.Pero ambos leen el Libro. También los que no saben dicen algo similar*.
113_01	Allah juzgará entre ellos el Día del Levantamiento sobre lo que discrepaban.
114_00	¿Y quién es más injusto que aquel que impide que se recuerde el nombre de Allah en los lugares dedicados a Su adoración y se esfuerza por arruinarlos? No deben entrar en ellos si no es en actitud de temor.
114_01	Serán rebajados en esta vida, y en la Otra recibirán un castigo inmenso.
115_00	De Allah son el oriente y el occidente; donde quiera que os volváis, allí (encontraréis) la faz de Allah.Es cierto que Allah lo abarca todo y no hay nada que escape a Su conocimiento.
116_00	Y dicen: Allah ha tomado para Sí un hijo. ¡Sea glorificado por encima de eso!¡Si suyo es cuanto hay en los cielos y en la tierra y todos están sometidos a Él!
117_00	Aquel que dio principio a los cielos y a la tierra. Cuando decreta algo, le basta con decir: ¡Sé! Y es.
118_00	Y dicen los que no saben: ¿Por qué no nos habla Allah o nos trae una señal?
118_01	Algo parecido dijeron sus predecesores; sus corazones se asemejan. Hemos aclarado los signos para los que tienen certeza.
119_00	Es cierto que te hemos enviado con la verdad y como portador de buenas noticias y de advertencias; pero no preguntes* por los compañeros del Yahim.
120_00	Los judíos y los cristianos no estarán satisfechos contigo hasta que no sigas sus creencias*Di: La guía de Allah es la Guía.
120_01	Si siguieras sus deseos después del conocimiento que te ha venido, no tendrías ante Allah quien te protegiera ni auxiliara.
121_00	Aquéllos a quienes dimos el Libro y lo leen como debe ser leído, creen en él; pero los que lo niegan, esos son los perdidos.
122_00	¡Hijos de Israel! Recordad los beneficios con los que os favorecí y cómo os preferí por encima de todos los mundos.
123_00	Y guardaos de un día en el que a nadie le sirva nada de lo que haya hecho otro, ni se le acepte ningún precio, ni haya intercesión que valga, ni auxilio
124_00	Y cuando tu Señor puso a prueba a lbrahim con palabras que éste cumplió, le dijo: Voy a hacer de ti un dirigente y un ejemplo para los hombres.
124_01	Dijo: ¿Y lo harás también con mis descendientes? Dijo: Mi pacto no alcanza a los injustos.
125_00	Y cuando hicimos de la Casa* un centro de reunión y un lugar seguro para los hombres que adoptaron la estación de Ibrahim*.
125_01	Habíamos pactado con Ibrahim e Ismail que mantuvieran pura Mi casa para los que cumplieran las vueltas en torno a ella, los que allí permanecieran y los que se inclinaran y postraran.
126_00	Y cuando dijo Ibrahim: ¡Señor mío! Haz de este territorio un lugar seguro y provee de frutos a aquéllos de sus habitantes que crean en Allah y en el Último Día.
126_01	Dijo: Y al que se niegue a creer, lo dejaré disfrutar un tiempo y luego lo llevaré a rastras al castigo del Fuego. ¡Qué mal fin!
127_00	Y cuando Ibrahim e Ismail erigieron los fundamentos de la Casa: ¡Señor, acéptanoslo! Tu eres Quien oye, Quien sabe.
128_00	¡Señor nuestro! Haz que estemos sometidos a Ti* y haz de nuestra descendencia una comunidad sometida a Ti.Enséñanos a cumplir nuestros ritos de adoración y vuélvete a nosotros, realmente Tú eres Quien se vuelve en favor del siervo, el Compasivo.
129_00	¡Señor nuestro! Envíales un mensajero que sea uno de ellos, para que les recite Tus aleyas (signos), les enseñe el Libro, la Sabiduría y los purifique. Es cierto que Tú eres el Poderoso, el Sabio.
130_00	¿Y quien, sino aquel que se rebaja a sí mismo, puede rechazar la religión de Ibrahim? Lo escogimos en esta vida, y en la Última, estará entre los justos.
131_00	Cuando su Señor le dijo: ¡Sométete! Dijo: Me someto al Señor de los mundos.
132_00	Y esto fue un legado que Ibrahim dejó a sus hijos.Y lo mismo hizo Yaqub (cuando dijo): ¡Hijos míos ! Allah os ha elegido la práctica de Adoración, no muráis pues sin ser musulmanes*.
133_00	¿Acaso estabais allí, presentes, cuando le vino la muerte a Yaqub? Cuando dijo a sus hijos: ¿Qué adoraréis cuando yo ya no esté?
133_01	Dijeron: Adoraremos a tu Dios y al Dios de tus padres: Ibrahim, Ismail e Ishaq, que es un Dios Único; y a Él estaremos sometidos.
134_00	Esa es una comunidad que ya pasó, tendrá lo que adquirió y vosotros tendréis lo que hayáis adquirido.No se os pedirán cuentas por lo que ellos hicieron.
135_00	Y dicen: ¡Tenéis que ser judíos o cristianos! Di: Al contrario, (seguimos) la religión de Ibrahim que era hanif*, y no uno de los asociadores.
136_00	Decir: Creemos en Allah, en lo que se nos ha hecho descender, en lo que se hizo descender a Ibrahim, Ismail, Ishaq, Yaqub y a las Tribus, en lo que le fue dado a Musa e Isa
136_01	y en lo que le fue dado a los profetas procedente de su Señor.No hacemos distinciones entre ninguno de ellos* y estamos sometidos a Él.
137_00	Si creen en lo mismo que creéis vosotros, habrán seguido la guía, pero si se apartan de ello...(sabe) que están en contra. Allah te basta contra ellos, Él es Quien oye y Quien sabe.
138_00	El tinte de Allah. ¿Y quién es mejor que Allah tiñendo? Es a Él a Quien adoramos.
139_00	Di: ¿Acaso nos discutís a Allah, que es tanto vuestro Señor como el nuestro? Lo que hagamos será para nosotros y lo que hagáis será para vosotros.Nosotros somos fieles a Él.
140_00	¿Dicen acaso que lbrahim, Ismail, Ishaq, Yaqub y las Tribus fueron judíos o cristianos? Di: ¿Quién sabe más, vosotros o Allah?
140_01	¿Y quién es más injusto que quien oculta el testimonio que le viene de Allah? Allah no está inadvertido de lo que hacéis.
141_00	Esa es una comunidad que ya pasó, tiene lo que se ganó y vosotros tendréis lo que os ganéis.Y no se os pedirán explicaciones de lo que hicieron.
142_00	Dirán los hombres necios: ¿Qué les apartó de la dirección hacia la que miraban?*Di: De All
142_01	ah son el oriente y el occidente y Él es el que guía a quien quiere hacia un camino recto.
143_00	Dé este modo hemos hecho de vosotros una comunidad de en medio* para que diérais testimonio de los hombres* y para que el Mensajero lo diera de vosotros.
143_01	Y la dirección a la que te volvías, la establecimos para saber quién seguiría al Mensajero y quién se volvería atrás.
143_02	Esto sólo es difícil para aquellos a los que Allah no ha guiado. No es propio de Allah haceros perder vuestra creencia, es cierto que Allah es Piadoso y Compasivo con los hombres.
144_00	Te hemos visto mirar al cielo con insistencia y vamos a darte una dirección que te satisfaga: vuelve tu rostro hacia la Mezquita Inviolable.
144_01	Y vosotros, dondequiera que estéis, volvedlo en dirección a ella.
144_02	Los que recibieron el Libro saben que es la verdad procedente de tu Señor y Allah no está inadvertido de lo que hacen. y vosotros, dondequiera que estéis, volvedlo en dirección a ella
145_00	Los que recibieron el Libro no seguirán la dirección hacia la que miras aunque vayas a ellos con toda clase de signos prodigiosos; ni tú vas a seguir la suya ni ninguno de ellos seguirá la de los otros.
145_01	Si siguieras sus deseos después del conocimiento que te ha venido, serías de los injustos.
146_00	Aquéllos a quienes dimos el Libro, lo conocen como conocen a sus propios hijos, pero hay un grupo de ellos que ocultan la verdad a sabiendas.
147_00	La verdad viene de tu Señor, no seas de los que dudan.
148_00	Cada uno ha tenido una dirección a la que volverse.¡Competid en las buenas acciones! Dondequiera que estéis, Allah os reunirá a todos.Allah es Poderoso sobre todas las cosas.
149_00	En cualquier dirección por la que salgas, vuelve tu rostro hacia la Mezquita Inviolable.Esta es la verdad procedente de tu Señor.Allah no está inadvertido de lo que hacéis.
150_00	Y en cualquier dirección por la que salgas, vuelve tu rostro hacia la Mezquita Inviolable.
150_01	Y en cualquier lugar que estéis, volved el rostro en dirección a ella, para que los hombres no tengan nada que decir contra vosotros, salvo los que sean injustos; pero a ésos no les temáis, temedme a Mí.
150_02	Y para que pueda completar Mi bendición sobre vosotros y podáis ser guiados.
151_00	Igualmente os hemos enviado un Mensajero que viene de vosotros mismos y que os recita Nuestros signos, os purifica, os enseña el Libro y la Sabiduría
151_01	y os enseña lo que no sabíais.
152_00	Así pues, recordadme que Yo os recordaré; y agradecedme y no seáis ingratos conmigo.
153_00	¡Vosotros que creéis! Buscad ayuda a través de la paciencia y de la Oración*; es cierto que Allah está con los pacientes.
154_00	No digáis de los que han muerto luchando en el camino de Allah que están muertos, porque están vivos aunque no os deis cuenta.
155_00	Y tened por cierto que os pondremos a prueba con temor, hambre, pérdida de riqueza, personas y frutos.Pero anuncia buenas nuevas a los pacientes.
156_00	Aquéllos que cuando les ocurre alguna desgracia dicen: "De Allah somos y a Él hemos de volver"
157_00	Bendiciones de su Señor y misericordia se derramarán sobre ellos.Son los que están guiados.
158_00	Safa y Marwa son parte de los ritos de Allah; así pues, quien peregrine a la Casa o la visite*, no incurrirá en falta si hace el recorrido entre ambas (colinas).
158_01	El que haga espontáneamente un bien... Allah es Agradecido y Conocedor.
159_00	A los que oculten las evidencias y la guía que hemos hecho descender, después de haberlas hecho claras para los hombres en el Libro,
159_01	Allah los maldecirá y los maldecirán todos los maldecidores.
160_00	Salvo los que se vuelvan atrás, rectifiquen y lo pongan en claro*; a ésos les devolveré Mi favor, pues Yo soy el que se vuelve sobre el siervo, el Compasivo.
161_00	La maldición de Allah, la de los ángeles y la de los hombres, a la vez, caerá sobre los que se hayan negado a creer y hayan muerto siendo incrédulos.
162_00	Estos serán inmortales en el Fuego y no se les aliviará el castigo ni se les concederá ningún aplazamiento.
163_00	Vuestro dios es un Dios Único, no hay dios sino Él, el Misericordioso, el Compasivo.
164_00	Ciertamente en la creación de los cielos y de la tierra, en la sucesión de la noche y el día,
164_01	en la nave que navega en el mar y de la que los hombres se benefician, en el agua que Allah hace descender del cielo con la que vivifica la tierra después de haber estado muerta,
164_02	en cómo se han diseminado por ella toda clase de criaturas y en el cambio de dirección de los vientos y de las nubes sometidas entre el cielo y la tierra, hay signos para una gente que entienda.
