001_00	Elif, Lam, Mim.
061_03	Onlara yoksulluk ve düşkünlük damgası vuruldu, Allah'ın gazabına uğradılar.
061_04	Bu, Allah'ın ayetlerini inkar etmeleri ve haksız yere peygamberleri öldürmelerindendi; bu, karşı gelmeleri ve taşkınlık yapmalarındandı.
062_00	Şüphesiz, inananlar, Yahudi olanlar, Hıristiyanlar ve Sabiilerden Allah'a ve ahiret gününe inanıp yararlı iş yapanların ecirleri Rablerinin katındadır.
062_01	Onlar için artık korku yoktur. Onlar üzülmeyeceklerdir.
063_00	Sizden kesin söz almıştık. Tur dağını yükselterek tepenize dikmiştik. "Allah'a karşı gelmekten sakınanlardan olabilmeniz için, size verdiğimiz Kitab'a kuvvetle sarılın, onda bulunanları hatırda tutun" demiştik.
064_00	Bundan sonra yine yüz çevirdiniz; eğer Allah'ın size bol nimeti ve merhameti olmasaydı, muhakkak zarara uğrayanlardan olurdunuz.
065_00	İçinizden cumartesi günü azgınlık edenleri elbette biliyorsunuz. Onlara "Aşağılık birer maymun olunuz" dedik; bunu, çağdaşlarına ve sonradan geleceklere bir ceza örneği ve Allah'a karşı gelmekten sakınanlara öğüt olsun diye yaptık.
066_00	İçinizden cumartesi günü azgınlık edenleri elbette biliyorsunuz. Onlara "Aşağılık birer maymun olunuz" dedik; bunu, çağdaşlarına ve sonradan geleceklere bir ceza örneği ve Allah'a karşı gelmekten sakınanlara öğüt olsun diye yaptık.
067_00	Musa milletine: "Allah muhakkak bir sığır boğazlamanızı buyuruyor" demişti; "Bizi
067_01	alaya mı alıyorsun?" dediklerinde de: "Cahillerden olmaktan Allah'a sığınırım" dedi.
068_00	"Rabbine bizim adımıza yalvar da onun mahiyetini bize bildirsin" dediler, "O, onun ne pek kart, ne pek körpe, ikisi ortası bir sığır olduğunu söylüyor, size emrolunanı yapın" dedi.
069_00	"Rabbine bizim adımıza yalvar da ne renk olduğunu bize bildirsin" dediler. "O, onun, bakanların içini açan parlak sarı renkli bir sığır olduğunu söylüyor" dedi.
070_00	"Rabbine bizim adımıza yalvar da, mahiyetini bize bildirsin, çünkü sığırlar, bizce, birbirine benzemektedir. Allah dilerse biz şüphesiz doğruyu bulmuş oluruz" dediler.
071_00	"Yeri sürüp, ekini sulayarak boyunduruk altında ezilmemiş, kusursuz, alacasız bir sığır olduğunu söylüyor" dedi.
071_01	"Şimdi gerçeği bildirdin" deyip sığırı boğazladılar; az kalsın bunu yapmayacaklardı.
072_00	Siz bir kimseyi öldürmüş ve bunu birbirinize atmıştınız; oysa Allah gizlemekte olduğunuzu ortaya çıkaracaktı.
073_00	"Sığırın bir parçasıyla ona vurun" dedik. İşte böylece Allah ölüleri diriltir ve aklınızı kullanasınız diye size ayetlerini gösterir.
074_00	Sonra kalbleriniz yine katılaştı, taş gibi, hatta daha da katı oldu.
074_01	Nitekim taşlar arasında kendisinden ırmaklar fışkıran vardır; yarılıp su çıkan vardır; Allah korkusundan yuvarlananlar vardır. Allah yaptıklarınızı bilmez değildir.
075_00	Size inanacaklarını umuyor musunuz? Oysa onlardan bir takımı Allah'ın sözünü işitiyor, ona akılları yattıktan sonra, bile bile onu tahrif ediyorlardı.
076_00	İnananlarla karşılaştıkları zaman, "İnandık" derlerdi; birbirleriyle yalnız kaldıklarında, "Rabbinizin katında size karşı hüccet göstersinler diye mi Allah'ın size açıkladığını onlara anlatıyorsunuz?
076_01	Bunu akletmiyor musunuz?" derlerdi.
077_00	Gizlediklerini de, açıkladıklarını da Allah'ın bildiğini bilmiyorlar mı?
078_00	Onların bir kısmının okuyup yazması yoktu. Kitab'ı bilmezlerdi; bildikleri sadece bir takım yalan ve kuruntulardı. Onlar ancak vehim içindedirler.
079_00	Vay, Kitabı elleriyle yazıp, sonra da onu az bir değere satmak için, "Bu Allah katındandır" diyenlere!
079_01	Vay ellerinin yazdıklarına! Vay kazandıklarına!
080_00	"Ateş bize sadece sayılı birkaç gün değecektir", derler; sor, "Allah katından siz söz mü aldınız?", eğer öyle ise Allah sözünden caymayacaktır.
080_01	"Yoksa Allah'a karşı bilmediğiniz bir şey mi söylüyorsunuz?"
081_00	Hayır öyle değil; kötülük işleyip suçu kendisini kuşatmış olan kimseler; cehennemlikler işte onlardır. Onlar orada temellidirler.
082_00	İnanıp yararlı işler yapan kimseler cennetlik olanlardır, onlar da orada temellidirler.
083_00	İsrailoğullarından, "Allah'tan başkasına kulluk etmeyin, anne babaya, yakınlara, yetimlere, düşkünlere iyilik edin, insanlarla güzel güzel konuşun, namazı kılın, zekatı verin" diye söz almıştık.
083_01	Sonra siz pek azınız müstesna, döndünüz; hala da yüz çevirip duruyorsunuz.
084_00	Kanınızı dökmeyin, birbirinizi yurdunuzdan sürmeyin diye sizden söz almıştık, sonra bunu böylece kabul etmiştiniz, buna siz şahidsiniz.
085_00	Sonra siz, birbirinizi öldüren, aranızdan bir takımı memleketlerinden süren, onlara karşı günah ve düşmanlıkta birleşen, onları çıkarmak haramken size esir olarak geldiklerinde fidyelerini vermeye kalkan kimselersiniz.
085_01	Kitabın bir kısmına inanıp, bir kısmını inkar mı ediyorsunuz?
085_02	Aranızda böyle yapanın cezası ancak dünya hayatında rezil olmaktır.
085_03	Ahiret gününde de azabın en şiddetlisine onlar uğratılırlar. Allah yaptıklarınızdan gafil değildir.
086_00	Onlar ahiret karşılığında dünya hayatını satın alan kimselerdir, bu yüzden azabları hafifletilmez, onlar yardım da görmezler.
087_00	And olsun ki, Musa'ya kitap verdik, ondan sonra ardarda peygamberler gönderdik.
087_01	Meryem oğlu İsa'ya belgeler verdik, onu Ruhul Kudüs ile destekledik. Size bir peygamber nefsinizin hoşlanmadığı bir şey getirdikçe, büyüklük taslayarak, bir kısmını yalancı sayıp, bir kısmını öldürür müsünüz?
088_00	"Kalplerimiz perdelidir" dediler, hayır, Allah inkarlarından dolayı onları lanetlemiştir. Onların pek azı inanırlar.
089_00	Vaktaki Allah katından onlara, kendilerinde olanı tasdik eden Kitap geldi ki onlar bundan önceleri, inkar edenlere karşı kendilerine yardım gelmesini beklerlerdi, bildikleri gelince onu inkar ettiler.
089_01	Allah'ın laneti, inkar edenlerin üzerine olsun.
090_00	Allah'ın kullarından dilediğine, bol ihsanından indirmesini çekemeyerek, Allah'ın indirdiğini inkar etmekle, kendilerini ne kötü bir şey karşılığında sattılar.
090_01	Bu yüzden gazab üstüne gazaba uğradılar. Kafirlere alçaltıcı bir azab vardır.
091_00	Onlara, "Allah'ın indirdiğine inanın" denildiğinde "Bize indirilene inanırız" deyip ondan sonra gelen Kuran'ı inkar ederler; halbuki o, ellerinde bulunan Tevrat'ı tasdik eden hak bir Kitap'dır.
091_01	Onlara "Eğer inanıyor idiyseniz niçin daha önce Allah'ın peygamberlerini öldürüyordunuz?" diye sor.
092_00	And olsun ki, Musa size mucizeler getirdi, sonra ardından kendinize yazık ederek buzağıyı tanrı olarak benimsediniz.
093_00	Sizden kesin söz almış ve Tur'u tepenize dikmiştik, "Size verdiğimize kuvvetle sarılın ve dinleyin" demiştik "İşittik ve karşı geldik" dediler de inkarları yüzünden buzağı sevgisi kalblerine sindirildi.
093_01	De ki, "Eğer inanmışsanız, imanınız size ne kötü şey emrediyor?"
094_00	De ki, "Eğer ahiret yurdu Allah katında başkalarına değil de yalnız size mahsus ise ve eğer doğru sözlü iseniz, ölümü dilesenize!"
095_00	Bunu, önceden işlediklerinden ötürü, asla dilemeyeceklerdir. Allah zalimleri bilir.
096_00	And olsun ki, onların hayata diğer insanlardan ve hatta Allah'a eş koşanlardan da daha düşkün olduklarını görürsün. Her biri ömrünün bin yıl olmasını ister.
096_01	Oysa uzun ömürlü olması onu azabdan uzaklaştırmaz. Allah onların yaptıklarını görür.
097_00	De ki, "Cebrail'e düşman olan kimse Allah'a düşmandır", çünkü O, Kuran'ı Allah'ın izniyle kendinden öncekini tasdik ederek, yol gösterici ve inananlara müjdeci olarak senin kalbine indirmiştir.
098_00	Allah'a, meleklerine, peygamberlerine, Cebrail'e ve Mikail'e düşman olan kimse inkar etmiş olur. Allah şüphesiz, inkar edenlerin düşmanıdır.
099_00	And olsun ki, sana apaçık ayetler indirdik. Onları sadece yoldan çıkmışlar inkar eder.
100_00	Onlar, her ne zaman bir ahidde bulunmuşlarsa içlerinden bir takımı onu bozmamış mıdır? Zaten onların çoğu inanmazlar.
101_00	Yanlarındakini doğrulayan bir Peygamber, Allah katından onlara gelince Kitap
101_01	verilenlerden bir takımı, bilmiyorlarmış gibi, Allah'ın Kitabı'nı arkalarına attılar.
102_00	Şeytanların Süleyman'ın hükümdarlığı hakkında söylediklerine uydular.
102_01	Oysa Süleyman kafir değildi, ama insanlara sihri öğreten şeytanlar kafir olmuşlardı.
102_02	Babil'de, melek denilen Harut ve Marut'a bir şey indirilmemişti.
102_03	Bu ikisi "Biz sadece imtihan ediyoruz, sakın inkar etme" demedikçe kimseye bir şey öğretmezlerdi.
102_04	Halbuki bu ikisinden, koca ile karısının arasını ayıracak şeyler öğreniyorlardı. Oysa Allah'ın izni olmadıkça onlar kimseye zarar veremezlerdi. Kendilerine zarar verecek, faydalı olmayacak şeyler öğreniyorlardı. And olsun ki, onu satın alanın ahiretten bir nasibi olmadığını biliyorlardı. Kendilerini karşılığında sattıkları şeyin ne kötü olduğunu keşke bilselerdi!
103_00	Onlar inanıp, Allah'a karşı gelmekten sakınsalardı, Allah katından olan sevab daha hayırlı olurdu. Keşke bilselerdi!
104_00	Ey inananlar! Peygamber'e, "Bizi de dinle" (raina; kötü anlama gelebilecek söz) demeyin, "Bizi gözet" (unzurna) deyin ve dinleyin, inkar edenlere elem verici azab vardır.
105_00	Kitap ehlinden ve Allah'a eş koşanlardan inkar edenler, Rabbinizden size bir iyilik gelmesini istemezler.
105_01	Allah, rahmetini dilediğine tahsis eder. Allah büyük nimet sahibidir.
106_00	Herhangi bir ayetin hükmünü yürürlükten kaldırır veya unutturursak, onun yerine daha hayırlısını veya onun benzerini getiririz. Allah'ın her şeye kadir olduğunu bilmez misin?
107_00	Göklerin ve yerin Hükümdarlığının Allah'a aid olduğunu bilmez misin? Allah'tan başka dost ve yardımcınız yoktur.
108_00	Yoksa, daha önce Musa'nın sorguya çekildiği gibi, siz de peygamberinizi sorguya mı çekmek istiyorsunuz? İmanı inkarla değiştiren, şüphesiz doğru yoldan sapmış olur.
109_00	Kitap ehlinin çoğu, hak kendilerine apaçık belli olduktan sonra, içlerindeki çekememezlikten ötürü, sizi, inandıktan sonra küfre döndürmeyi isterler.
109_01	Allah'ın emri gelene kadar onları affedin, geçin. Allah muhakkak her şeye Kadir'dir.
110_00	Namazı kılın, zekatı verin, kendiniz için önden gönderdiğiniz her hayrı Allah katında bulacaksınız. Allah yaptıklarınızı şüphesiz görür.
111_00	"Yahudi veya Hıristiyan olmayan kimse elbette cennete girmeyecek" dediler; bu onların kuruntularıdır. De ki: "Sözünüz doğru ise delillerinizi getirin".
112_00	Hayır, öyle değil; iyilik yaparak kendini Allah'a veren kimsenin ecri Rabbi'nin katındadır. Onlara korku yoktur, onlar üzülmeyeceklerdir.
113_00	Yahudiler "Hıristiyanlar bir temel üzerinde değil" dediler, Hıristiyanlar da "Yahudiler bir temel üzerinde değil" dediler; oysa onlar Kitaplarını da okuyorlar.
113_01	Bilgisizler de tıpkı onların söylediklerini söylemiştir. Allah, kıyamet günü, anlaşmazlığa düştükleri şeylerde onların arasında hüküm verecektir.
114_00	Allah'ın mescidlerinde O'nun isminin anılmasını yasak eden ve oraların yıkılmasına çalışan kimseden daha zalim kim vardır?
114_01	Onların oralara korkmadan girememeleri gerekir. Dünyada rezillik onlaradır, ahirette büyük azab da onlaradır.
115_00	Doğu da batı da Allah'ındır, nereye dönerseniz Allah'ın yönü orasıdır. Doğrusu Allah her yeri kaplar ve her şeyi bilir.
116_00	"Allah oğul edindi" dediler; haşa, oysa, göklerde ve yerde olanlar O'nundur. Hepsi O'na boyun eğmişlerdir.
117_00	Gökleri ve yeri yoktan var eden Allah'tır. O, bir işin olmasını dilerse, ona ancak "ol" der ve olur.
118_00	Bilmeyenler: "Allah bizimle konuşmalı veya bize bir ayet gelmeli değil miydi?" dediler. Onlardan öncekiler de onların söylediklerinin tıpkısını söylemişlerdi.
118_01	Kalbleri birbirine benzedi. Kesinlikle inanan kimseler için ayetleri açıklamışızdır.
119_00	Doğrusu Biz, seni hak ile, müjdeci ve uyarıcı olarak göndermişizdir. Sen, cehennemliklerden sorumlu tutulmayacaksın.
120_00	Kendi dinlerine uymadıkça, Yahudi ve Hıristiyanlar senden asla hoşnud olmayacaklardır.
120_01	De ki: "Doğru yol, ancak Allah'ın yoludur". Sana gelen ilimden sonra onların heveslerine uyarsan, and olsun ki, Allah'tan sana ne bir dost ve ne de bir yardımcı olur.
121_00	Kendilerine verdiğimiz Kitabı gereğince okuyanlar var ya, işte ona ancak onlar inanırlar. Onu inkar edenler ise kaybedenlerdir.
122_00	Ey İsrailoğulları! Size verdiğim nimeti ve sizi bir zamanlar alemlere üstün tuttuğumu hatırlayın.
123_00	Kimsenin kimse namına bir şey ödemeyeceği, hiç kimseden fidye alınmayacağı, kimseye şefaatin yarar sağlamayacağı ve onların yardım görmeyeceği günden korunun.
124_00	Rabbi İbrahim'i bir takım emirlerle denemiş, o da onları yerine getirmişti.
124_01	Allah, "seni insanlara önder kılacağım" demişti. O "soyumdan da" deyince, "zalimler benim ahdime erişemez" buyurmuştu.
125_00	Kabeyi, insanlar için toplanma ve güven yeri kılmıştık.
125_01	İbrahim'in makamını namaz yeri edinin, dedik. Evimi ziyaret edenler, kendini ibadete verenler, rüku ve secde edenler için temiz tutun diye İbrahim ve İsmail'e ahd verdik.
126_00	İbrahim: "Rabbim!
126_01	Burasını emin bir şehir kıl, halkından, Allah'a ve ahiret gününe inananları ürünlerle rızıklandır" demişti. Allah da: "İnkar edeni de az bir müddet geçindirir, sonra da onu ateşin azabına uğramak zorunda bırakırım, ne kötü sonuç" buyurmuştu.
127_00	İbrahim ve İsmail, Kabenin temellerini yükseltiyordu: "Rabbimiz! Yaptığımızı kabul buyur. Şüphesiz ki, Sen hem işitir hem bilirsin"
128_00	"Rabbimiz! İkimizi Sana teslim olanlardan kıl, soyumuzdan da Sana teslim olanlardan bir ümmet yetiştir. Bize ibadet yollarımızı göster, tevbemizi kabul buyur, çünkü tevbeleri daima kabul eden, merhametli olan ancak Sensin".
129_00	"Rabbimiz! İçlerinden onlara Senin ayetlerini okuyan, Kitabı ve hikmeti öğreten, onları her kötülükten arıtan bir peygamber gönder. Doğrusu güçlü ve Hakim olan ancak Sensin".
130_00	Kendini bilmezden başkası İbrahim'in dininden yüz çevirmez. And olsun ki, dünyada onu seçtik, şüphesiz o, ahirette de iyilerdendir.
131_00	Rabbi ona: "Teslim ol" buyurduğunda, "Alemlerin Rabbine teslim oldum" demişti.
132_00	İbrahim bunu oğullarına vasiyet etti. Yakub da: "Oğullarım! Allah dini size seçti, siz de ancak O'na teslim olmuş olarak can verin" dedi.
133_00	Yoksa Yakub can verirken sizler yanında mı idiniz?
133_01	O, oğullarına: "Benden sonra kime kulluk edeceksiniz?" diye sormuştu; Onlar da: "Senin Tanrına ve ataların İbrahim, İsmail, İshak'ın Tanrısı olan tek Tanrıya kulluk edeceğiz, bizler O'na teslim olmuşuzdur" demişlerdi.
134_00	Onlar geçmiş birer ümmettir. Kazandıkları kendilerine, sizin kazandıklarınız da sizedir. Onların yapmış olduklarından sorumlu değilsiniz.
135_00	"Yahudi veya Hıristiyan olun ki doğru yolu bulasınız" dediler. "Doğruya yönelmiş olan ve Allah'a eş koşanlardan olmayan İbrahim'in dinine uyarız" de.
136_00	"Allah'a, bize gönderilene, İbrahim'e, İsmail'e, İshak'a, Yakub'a ve torunlarına gönderilene, Musa ve İsa'ya verilene,
136_01	Rableri tarafından peygamberlere verilene, onları birbirinden ayırt etmeyerek inandık, biz O'na teslim olanlarız" deyin.
137_00	Sizin inandığınız gibi inanmış olsalar, doğru yolu bulmuş olurlar. Yüz çevirirlerse, şüphesiz onlar çıkmazdadırlar. Onlara karşı sana Allah yetecektir. O, işitir ve bilir.
138_00	Allah'ın verdiği renge uyun; rengi Allah'ınkinden daha güzel olan kim vardır? "Biz O'na kulluk edenleriz" deyin.
139_00	De ki: "Bizim ve sizin Rabbiniz olan Allah hakkında bize karşı hüccet mi gösteriyorsunuz? Bizim yaptıklarımız kendimize, sizin yaptıklarınız de kendinize aittir. Biz O'na karşı samimiyiz".
140_00	Yoksa İbrahim, İsmail, İshak, Yakub ve torunlarının Yahudi veya Hıristiyan olduklarını mı söylüyorsunuz? Peki, siz mi yoksa Allah mı daha iyi bilir?
140_01	de. Allah tarafından kendisine bildirilen bir gerçeği gizleyenden daha zalim kim vardır? Allah yaptıklarınızdan gafil değildir.
141_00	Onlar geçmiş birer ümmettir. Kazandıkları kendilerine, sizin kazandıklarınız da sizedir. Onların yapmış olduklarından sorumlu değilsiniz.
142_00	İnsanların beyinsizleri, "Yöneldikleri kıbleden onları çeviren nedir?" diyecekler; de ki: "Doğu ve batı Allah'ındır.
142_01	O, dilediğini doğru yola eriştirir".
143_00	Böylece sizi insanlara şahid ve örnek olmanız için tam ortada bulunan bir ümmet kıldık. Peygamber de size şahid ve örnektir.
143_01	Senin yöneldiğin yönü, Peygambere uyanları, cayacaklardan ayırdetmek için kıble yaptık. Doğrusu Allah'ın yola koyduğu kimselerden başkasına bu ağır bir şeydir.
143_02	Allah ibadetlerinizi boşa çıkaracak değildir. Doğrusu Allah insanlara şefkat gösterir, merhamet eder.
